route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"SG",1,456,"St. George",8306,0,83,71
"SG",1,457,"St. George",8214,0,82,71
"SG",1,458,"St. George",8116,0,81,71
"SG",1,459,"St. George",8308,0,83,71
"SG",1,460,"St. George",8216,0,82,71
"SG",1,461,"St. George",8118,0,81,71
"RW",1,462,"Rockaway",2114,0,21,8
"SG",1,463,"St. George",8310,0,83,71
"RW",1,464,"Rockaway",2102,0,21,8
"RW",1,465,"Rockaway",2202,0,22,8
"RW",1,466,"Rockaway",2104,0,21,8
"RW",1,467,"Rockaway",2204,0,22,8
"RW",1,468,"Rockaway",2106,0,21,8
"SG",1,469,"St. George",8218,0,82,71
"SG",1,470,"St. George",8120,0,81,71
"SV",1,471,"Wall St./Pier 11",6108,0,61,83
"SG",1,472,"St. George",8312,0,83,71
"SG",1,473,"Midtown West/W 39th St-Pier 79",8101,1,81,16
"SG",1,474,"Midtown West/W 39th St-Pier 79",8201,1,82,16
"SG",1,475,"Midtown West/W 39th St-Pier 79",8301,1,83,16
"SG",1,476,"Midtown West/W 39th St-Pier 79",8103,1,81,16
"SG",1,477,"Midtown West/W 39th St-Pier 79",8203,1,82,16
"SV",1,478,"Wall St./Pier 11",6308,0,63,83
"SV",1,479,"Wall St./Pier 11",6110,0,61,83
"SG",1,480,"Midtown West/W 39th St-Pier 79",8303,1,83,16
"SG",1,481,"Midtown West/W 39th St-Pier 79",8105,1,81,16
"SG",1,482,"Midtown West/W 39th St-Pier 79",8205,1,82,16
"SG",1,483,"Midtown West/W 39th St-Pier 79",8305,1,83,16
"SG",1,484,"Midtown West/W 39th St-Pier 79",8107,1,81,16
"SV",1,485,"Wall St./Pier 11",6310,0,63,83
"SV",1,486,"Wall St./Pier 11",6112,0,61,83
"SV",1,487,"Wall St./Pier 11",6312,0,63,83
"SV",1,488,"Wall St./Pier 11",6208,0,62,83
"SV",1,489,"Wall St./Pier 11",6114,0,61,83
"SV",1,490,"Wall St./Pier 11",6314,0,63,83
"SV",1,491,"Wall St./Pier 11",6210,0,62,83
"SV",1,492,"Wall St./Pier 11",6116,0,61,83
"SG",1,497,"Midtown West/W 39th St-Pier 79",8207,1,82,16
"SG",1,498,"Midtown West/W 39th St-Pier 79",8109,1,81,16
"SG",1,499,"Midtown West/W 39th St-Pier 79",8209,1,82,16
"SG",1,500,"Midtown West/W 39th St-Pier 79",8111,1,81,16
"SG",1,501,"Midtown West/W 39th St-Pier 79",8211,1,82,16
"SG",1,502,"Midtown West/W 39th St-Pier 79",8113,1,81,16
"SG",1,503,"Midtown West/W 39th St-Pier 79",8213,1,82,16
"SG",1,504,"Midtown West/W 39th St-Pier 79",8115,1,81,16
"SG",1,505,"Midtown West/W 39th St-Pier 79",8307,1,83,16
"SG",1,506,"Midtown West/W 39th St-Pier 79",8215,1,82,16
"SV",2,508,"Ferry Point Park",6102,1,61,15
"SV",2,509,"Ferry Point Park",6203,1,62,15
"SV",2,510,"Ferry Point Park",6104,1,61,15
"SV",2,511,"Ferry Point Park",6205,1,62,15
"SV",2,512,"Ferry Point Park",6106,1,61,15
"SV",2,513,"Ferry Point Park",6207,1,62,15
"SV",2,514,"Ferry Point Park",6108,1,61,15
"SV",2,515,"Ferry Point Park",6209,1,62,15
"ER",1,530,"Hunters Point South",1207,1,12,17
"RW",1,532,"Rockaway",2108,0,21,8
"ER",1,534,"Hunters Point South",1307,1,13,17
"SG",1,547,"Midtown West/W 39th St-Pier 79",8117,1,81,16
"SG",1,548,"Midtown West/W 39th St-Pier 79",8309,1,83,16
"RW",1,549,"Rockaway",2110,0,21,8
"SG",1,550,"Midtown West/W 39th St-Pier 79",8217,1,82,16
"SG",1,551,"Midtown West/W 39th St-Pier 79",8119,1,81,16
"SG",1,552,"Midtown West/W 39th St-Pier 79",8311,1,83,16
"SG",1,553,"Midtown West/W 39th St-Pier 79",8219,1,82,16
"SG",1,557,"Midtown West/W 39th St-Pier 79",8121,1,81,16
"AS",1,598,"Wall St./Pier 11",4306,0,43,108
"AS",1,599,"Wall St./Pier 11",4207,0,42,108
"AS",1,600,"Wall St./Pier 11",4308,0,43,108
"AS",1,601,"Wall St./Pier 11",4209,0,42,108
"AS",1,602,"Wall St./Pier 11",4310,0,43,108
"AS",1,604,"Wall St./Pier 11",4312,0,43,108
"AS",1,605,"Wall St./Pier 11",4107,0,41,108
"AS",1,606,"Wall St./Pier 11",4213,0,42,108
"AS",1,607,"Wall St./Pier 11",4314,0,43,108
"AS",1,608,"Wall St./Pier 11",4109,0,41,108
"AS",1,609,"Wall St./Pier 11",4215,0,42,108
"AS",1,610,"Wall St./Pier 11",4316,0,43,108
"AS",1,611,"Wall St./Pier 11",4111,0,41,108
"RW",1,711,"Rockaway",2112,0,21,8
"RW",1,714,"Rockaway",2116,0,21,8
"RW",1,715,"Wall St./Pier 11",2101,1,21,7
"RW",1,716,"Wall St./Pier 11",2201,1,22,7
"RW",1,717,"Wall St./Pier 11",2103,1,21,7
"RW",1,718,"Wall St./Pier 11",2203,1,22,7
"RW",1,719,"Wall St./Pier 11",2105,1,21,7
"RW",1,720,"Wall St./Pier 11",2205,1,22,7
"RW",1,721,"Wall St./Pier 11",2107,1,21,7
"RW",1,723,"Wall St./Pier 11",2109,1,21,7
"RW",1,725,"Wall St./Pier 11",2111,1,21,7
"RW",1,727,"Wall St./Pier 11",2113,1,21,7
"RW",1,761,"Wall St./Pier 11",2115,1,21,7
"SV",2,764,"Wall St./Pier 11",6101,0,61,83
"SG",2,766,"St. George",8102,0,81,71
"SG",2,767,"St. George",8104,0,81,71
"SG",2,768,"St. George",8106,0,81,71
"SG",2,769,"St. George",8108,0,81,71
"SG",2,771,"St. George",8110,0,81,71
"SG",2,772,"St. George",8112,0,81,71
"SG",2,773,"St. George",8114,0,81,71
"SG",2,774,"St. George",8116,0,81,71
"SG",2,775,"St. George",8118,0,81,71
"SG",2,776,"St. George",8120,0,81,71
"SG",2,777,"Midtown West/W 39th St-Pier 79",8101,1,81,16
"SG",2,779,"Midtown West/W 39th St-Pier 79",8103,1,81,16
"SG",2,780,"Midtown West/W 39th St-Pier 79",8105,1,81,16
"SG",2,781,"Midtown West/W 39th St-Pier 79",8107,1,81,16
"SG",2,782,"Midtown West/W 39th St-Pier 79",8109,1,81,16
"SG",2,783,"Midtown West/W 39th St-Pier 79",8111,1,81,16
"SG",2,784,"Midtown West/W 39th St-Pier 79",8113,1,81,16
"SG",2,785,"Midtown West/W 39th St-Pier 79",8115,1,81,16
"SG",2,786,"Midtown West/W 39th St-Pier 79",8117,1,81,16
"SG",2,787,"Midtown West/W 39th St-Pier 79",8119,1,81,16
"SG",2,788,"Midtown West/W 39th St-Pier 79",8121,1,81,16
"SV",2,789,"Wall St./Pier 11",6202,0,62,83
"SV",2,790,"Wall St./Pier 11",6111,0,61,83
"SV",2,791,"Wall St./Pier 11",6212,0,62,83
"SV",2,792,"Wall St./Pier 11",6113,0,61,83
"AS",2,828,"East 90th St",4201,1,42,107
"AS",2,829,"East 90th St",4102,1,41,107
"AS",2,830,"East 90th St",4203,1,42,107
"AS",2,831,"East 90th St",4104,1,41,107
"AS",2,832,"East 90th St",4205,1,42,107
"AS",2,833,"East 90th St",4106,1,41,107
"AS",2,834,"East 90th St",4207,1,42,107
"AS",2,835,"East 90th St",4108,1,41,107
"AS",2,836,"East 90th St",4209,1,42,107
"AS",2,837,"East 90th St",4110,1,41,107
"AS",2,838,"East 90th St",4211,1,42,107
"AS",2,839,"East 90th St",4112,1,41,107
"AS",2,840,"East 90th St",4213,1,42,107
"AS",2,841,"East 90th St",4114,1,41,107
"AS",2,842,"East 90th St",4215,1,42,107
"AS",2,843,"East 90th St",4116,1,41,107
"AS",2,844,"East 90th St",4217,1,42,107
"AS",2,845,"Wall St./Pier 11",4101,0,41,108
"AS",2,846,"Wall St./Pier 11",4202,0,42,108
"AS",2,847,"Wall St./Pier 11",4103,0,41,108
"AS",2,848,"Wall St./Pier 11",4204,0,42,108
"AS",2,849,"Wall St./Pier 11",4105,0,41,108
"AS",2,850,"Wall St./Pier 11",4206,0,42,108
"AS",2,851,"Wall St./Pier 11",4107,0,41,108
"AS",2,852,"Wall St./Pier 11",4208,0,42,108
"AS",2,853,"Wall St./Pier 11",4109,0,41,108
"AS",2,854,"Wall St./Pier 11",4210,0,42,108
"AS",2,855,"Wall St./Pier 11",4111,0,41,108
"AS",2,856,"Wall St./Pier 11",4212,0,42,108
"AS",2,857,"Wall St./Pier 11",4113,0,41,108
"AS",2,858,"Wall St./Pier 11",4214,0,42,108
"AS",2,859,"Wall St./Pier 11",4115,0,41,108
"AS",2,860,"Wall St./Pier 11",4216,0,42,108
"AS",2,861,"Wall St./Pier 11",4117,0,41,108
"RWS",2,862,"Rockaway",20101,0,201,4
"RWS",2,863,"Rockaway",20103,0,201,4
"RWS",2,864,"Rockaway",20105,0,201,4
"RWS",2,865,"Rockaway",20107,0,201,4
"RWS",2,866,"Rockaway",20109,0,201,4
"RWS",2,867,"Rockaway",20113,0,201,4
"RWS",2,868,"Rockaway",20115,0,201,4
"RWS",2,869,"Rockaway",20117,0,201,4
"RWS",2,870,"Rockaway",20119,0,201,4
"RWS",2,871,"Rockaway",20121,0,201,4
"RWS",2,872,"Rockaway West",20102,1,201,70
"RWS",2,873,"Rockaway West",20104,1,201,70
"RWS",2,874,"Rockaway West",20106,1,201,70
"RWS",2,876,"Rockaway West",20108,1,201,70
"RWS",2,877,"Rockaway West",20110,1,201,70
"RWS",2,878,"Rockaway West",20114,1,201,70
"RWS",2,879,"Rockaway West",20116,1,201,70
"RWS",2,880,"Rockaway West",20118,1,201,70
"RWS",2,881,"Rockaway West",20120,1,201,70
"RWS",2,882,"Rockaway West",20122,1,201,70
"ER",2,883,"Hunters Point South",1102,1,11,17
"ER",2,884,"Hunters Point South",1202,1,12,17
"ER",2,885,"Hunters Point South",1104,1,11,17
"ER",2,886,"Hunters Point South",1204,1,12,17
"ER",2,887,"Hunters Point South",1106,1,11,17
"ER",2,888,"Hunters Point South",1206,1,12,17
"ER",2,889,"Hunters Point South",1108,1,11,17
"ER",2,890,"Hunters Point South",1208,1,12,17
"ER",2,891,"Hunters Point South",1110,1,11,17
"ER",2,892,"Hunters Point South",1210,1,12,17
"ER",2,893,"Hunters Point South",1112,1,11,17
"ER",2,894,"Hunters Point South",1212,1,12,17
"ER",2,895,"Hunters Point South",1114,1,11,17
"ER",2,896,"Hunters Point South",1214,1,12,17
"ER",2,897,"Hunters Point South",1116,1,11,17
"ER",2,898,"Hunters Point South",1216,1,12,17
"ER",2,939,"Hunters Point South",1118,1,11,17
"ER",2,941,"Hunters Point South",1218,1,12,17
"ER",2,944,"Wall St./Pier 11",1101,0,11,18
"ER",2,945,"Wall St./Pier 11",1201,0,12,18
"ER",2,946,"Wall St./Pier 11",1103,0,11,18
"ER",2,947,"Wall St./Pier 11",1203,0,12,18
"ER",2,948,"Wall St./Pier 11",1105,0,11,18
"ER",2,949,"Wall St./Pier 11",1205,0,12,18
"ER",2,950,"Wall St./Pier 11",1107,0,11,18
"ER",2,951,"Wall St./Pier 11",1207,0,12,18
"ER",2,952,"Wall St./Pier 11",1109,0,11,18
"ER",2,953,"Wall St./Pier 11",1209,0,12,18
"ER",2,955,"Wall St./Pier 11",1111,0,11,18
"ER",2,956,"Wall St./Pier 11",1211,0,12,18
"ER",2,957,"Wall St./Pier 11",1113,0,11,18
"ER",2,958,"Wall St./Pier 11",1213,0,12,18
"ER",2,959,"Wall St./Pier 11",1115,0,11,18
"ER",2,960,"Wall St./Pier 11",1215,0,12,18
"ER",2,961,"Wall St./Pier 11",1117,0,11,18
"ER",2,962,"Wall St./Pier 11",1217,0,12,18
"ER",2,963,"Wall St./Pier 11",1119,0,11,18
"RW",2,964,"Rockaway",2102,0,21,8
"RW",2,965,"Rockaway",2202,0,22,8
"RW",2,966,"Rockaway",2104,0,21,8
"RW",2,967,"Rockaway",2204,0,22,8
"RW",2,968,"Rockaway",2106,0,21,8
"RW",2,969,"Rockaway",2206,0,22,8
"RW",2,970,"Rockaway",2108,0,21,8
"RW",2,971,"Rockaway",2208,0,22,8
"RW",2,972,"Rockaway",2110,0,21,8
"RW",2,973,"Rockaway",2210,0,22,8
"RW",2,974,"Wall St./Pier 11",2101,1,21,7
"RW",2,975,"Wall St./Pier 11",2201,1,22,7
"RW",2,976,"Wall St./Pier 11",2103,1,21,7
"RW",2,977,"Wall St./Pier 11",2203,1,22,7
"RW",2,978,"Wall St./Pier 11",2105,1,21,7
"RW",2,979,"Wall St./Pier 11",2205,1,22,7
"RW",2,980,"Wall St./Pier 11",2107,1,21,7
"RW",2,981,"Wall St./Pier 11",2207,1,22,7
"RW",2,982,"Wall St./Pier 11",2109,1,21,7
"RW",2,983,"Wall St./Pier 11",2209,1,22,7
"RW",2,984,"Wall St./Pier 11",2111,1,21,7
"SV",2,993,"Ferry Point Park",6201,1,62,15
"SV",2,994,"Ferry Point Park",6110,1,61,15
"SV",2,995,"Ferry Point Park",6211,1,62,15
"SV",2,996,"Ferry Point Park",6112,1,61,15
"SV",2,997,"Ferry Point Park",6213,1,62,15
"RES",2,998,"Rockaway",10101,0,101,39
"RES",2,999,"Rockaway",10103,0,101,39
"RES",2,1000,"Rockaway",10105,0,101,39
"RES",2,1001,"Rockaway",10107,0,101,39
"RES",2,1002,"Rockaway",10109,0,101,39
"RES",2,1003,"Rockaway",10113,0,101,39
"RES",2,1004,"Rockaway",10115,0,101,39
"RES",2,1005,"Rockaway",10117,0,101,39
"RES",2,1006,"Rockaway",10119,0,101,39
"RES",2,1027,"Rockaway",10121,0,101,39
"RES",2,1028,"Rockaway East",10102,1,101,37
"RES",2,1029,"Rockaway East",10104,1,101,37
"RES",2,1030,"Rockaway East",10106,1,101,37
"RES",2,1031,"Rockaway East",10108,1,101,37
"RES",2,1032,"Rockaway East",10110,1,101,37
"RES",2,1033,"Rockaway East",10114,1,101,37
"RES",2,1034,"Rockaway East",10116,1,101,37
"RES",2,1035,"Rockaway East",10118,1,101,37
"RES",2,1036,"Rockaway East",10120,1,101,37
"RES",2,1037,"Rockaway East",10122,1,101,37
"SB",1,1038,"Bay Ridge",3301,0,33,46
"SB",1,1039,"Bay Ridge",3102,0,31,46
"SB",1,1040,"Bay Ridge",3202,0,32,46
"SB",1,1041,"Bay Ridge",3303,0,33,46
"SB",1,1042,"Bay Ridge",3104,0,31,46
"SB",1,1043,"Bay Ridge",3204,0,32,46
"SB",1,1044,"Bay Ridge",3305,0,33,46
"SB",1,1045,"Bay Ridge",3206,0,32,46
"SB",1,1046,"Bay Ridge",3307,0,33,46
"SB",1,1047,"Bay Ridge",3106,0,31,46
"SB",1,1048,"Bay Ridge",3208,0,32,46
"SB",1,1049,"Bay Ridge",3309,0,33,46
"SB",1,1050,"Bay Ridge",3108,0,31,46
"SB",1,1051,"Bay Ridge",3210,0,32,106
"SB",1,1052,"Bay Ridge",3311,0,33,106
"SB",1,1053,"Bay Ridge",3110,0,31,106
"SB",1,1054,"Bay Ridge",3212,0,32,106
"SB",1,1055,"Bay Ridge",3112,0,31,106
"SB",1,1056,"Corlears Hook",3101,1,31,105
"SB",1,1057,"Corlears Hook",3201,1,32,45
"SB",1,1058,"Corlears Hook",3302,1,33,45
"SB",1,1059,"Corlears Hook",3103,1,31,45
"SB",1,1060,"Corlears Hook",3203,1,32,45
"SB",1,1061,"Corlears Hook",3304,1,33,45
"SB",1,1062,"Corlears Hook",3105,1,31,45
"SB",1,1063,"Corlears Hook",3205,1,32,45
"SB",1,1064,"Corlears Hook",3306,1,33,45
"SB",1,1065,"Corlears Hook",3207,1,32,45
"SB",1,1066,"Corlears Hook",3308,1,33,45
"SB",1,1067,"Corlears Hook",3107,1,31,45
"SB",1,1068,"Corlears Hook",3209,1,32,45
"SB",1,1069,"Corlears Hook",3310,1,33,45
"SB",1,1070,"Corlears Hook",3109,1,31,105
"SB",1,1071,"Corlears Hook",3211,1,32,105
"SB",1,1072,"Corlears Hook",3312,1,33,105
"SB",1,1073,"Corlears Hook",3111,1,31,105
"SB",1,1074,"Corlears Hook",3213,1,32,105
"SB",2,1075,"Bay Ridge",3201,0,32,46
"SB",2,1076,"Bay Ridge",3102,0,31,46
"RW",1,1119,"Rockaway",2206,0,22,8
"RW",1,1120,"Rockaway",2208,0,22,8
"RW",1,1121,"Rockaway",2210,0,22,8
"RW",1,1122,"Rockaway",2212,0,22,8
"RW",1,1123,"Rockaway",2214,0,22,8
"ER",1,1147,"Wall St./Pier 11",1202,0,12,18
"ER",1,1148,"Wall St./Pier 11",1103,0,11,18
"SB",2,1165,"Bay Ridge",3203,0,32,46
"SB",2,1166,"Bay Ridge",3104,0,31,46
"SB",2,1167,"Bay Ridge",3205,0,32,46
"SB",2,1168,"Bay Ridge",3106,0,31,46
"SB",2,1169,"Bay Ridge",3207,0,32,46
"SB",2,1170,"Bay Ridge",3108,0,31,46
"SB",2,1171,"Bay Ridge",3209,0,32,46
"SB",2,1172,"Bay Ridge",3110,0,31,106
"SB",2,1173,"Bay Ridge",3211,0,32,106
"SB",2,1174,"Bay Ridge",3112,0,31,106
"SB",2,1175,"Bay Ridge",3213,0,32,106
"SB",2,1176,"Corlears Hook",3101,1,31,105
"SB",2,1177,"Corlears Hook",3202,1,32,45
"SB",2,1178,"Corlears Hook",3103,1,31,45
"SB",2,1179,"Corlears Hook",3204,1,32,45
"SB",2,1180,"Corlears Hook",3105,1,31,45
"SB",2,1181,"Corlears Hook",3206,1,32,45
"SB",2,1182,"Corlears Hook",3107,1,31,45
"SB",2,1183,"Corlears Hook",3208,1,32,45
"SB",2,1184,"Corlears Hook",3109,1,31,45
"SB",2,1185,"Corlears Hook",3210,1,32,105
"SB",2,1186,"Corlears Hook",3111,1,31,105
"SB",2,1187,"Corlears Hook",3212,1,32,105
"SB",2,1188,"Corlears Hook",3113,1,31,105
"RW",1,1200,"Wall St./Pier 11",2207,1,22,7
"RW",1,1201,"Wall St./Pier 11",2209,1,22,7
"RW",1,1202,"Wall St./Pier 11",2211,1,22,7
"RW",1,1203,"Wall St./Pier 11",2213,1,22,7
"RW",1,1204,"Wall St./Pier 11",2215,1,22,7
"RES",1,1309,"Rockaway",10115,0,101,39
"RES",1,1310,"Rockaway",10117,0,101,39
"RES",1,1311,"Rockaway",10119,0,101,39
"RES",1,1312,"Rockaway",10121,0,101,39
"RES",1,1313,"Rockaway",10123,0,101,39
"RES",1,1314,"Rockaway",10125,0,101,39
"RES",1,1315,"Rockaway",10127,0,101,39
"RES",1,1316,"Rockaway",10129,0,101,39
"RES",1,1317,"Rockaway",10131,0,101,39
"RES",1,1319,"Rockaway East",10116,1,101,37
"RES",1,1358,"Rockaway East",10118,1,101,37
"RES",1,1359,"Rockaway East",10120,1,101,37
"RES",1,1360,"Rockaway East",10122,1,101,37
"RES",1,1361,"Rockaway East",10124,1,101,37
"RES",1,1362,"Rockaway East",10126,1,101,37
"RES",1,1363,"Rockaway East",10128,1,101,37
"RES",1,1364,"Rockaway East",10130,1,101,37
"RES",1,1365,"Rockaway East",10132,1,101,37
"AS",1,1380,"East 90th St",4301,1,43,107
"AS",1,1381,"East 90th St",4102,1,41,107
"AS",1,1382,"East 90th St",4202,1,42,107
"AS",1,1383,"East 90th St",4303,1,43,107
"AS",1,1384,"East 90th St",4104,1,41,107
"AS",1,1385,"East 90th St",4204,1,42,107
"AS",1,1386,"East 90th St",4305,1,43,107
"AS",1,1387,"East 90th St",4206,1,42,107
"AS",1,1388,"East 90th St",4307,1,43,107
"AS",1,1389,"East 90th St",4208,1,42,107
"AS",1,1390,"East 90th St",4309,1,43,107
"AS",1,1392,"East 90th St",4311,1,43,107
"AS",1,1393,"East 90th St",4106,1,41,107
"AS",1,1394,"East 90th St",4212,1,42,107
"AS",1,1395,"East 90th St",4313,1,43,107
"AS",1,1396,"East 90th St",4108,1,41,107
"AS",1,1397,"East 90th St",4214,1,42,107
"AS",1,1398,"East 90th St",4315,1,43,107
"AS",1,1399,"East 90th St",4110,1,41,107
"AS",1,1400,"East 90th St",4216,1,42,107
"AS",1,1401,"Wall St./Pier 11",4101,0,41,108
"AS",1,1402,"Wall St./Pier 11",4201,0,42,108
"AS",1,1403,"Wall St./Pier 11",4302,0,43,108
"AS",1,1404,"Wall St./Pier 11",4103,0,41,108
"AS",1,1405,"Wall St./Pier 11",4203,0,42,108
"AS",1,1406,"Wall St./Pier 11",4304,0,43,108
"AS",1,1407,"Wall St./Pier 11",4105,0,41,108
"ER",1,1437,"Hunters Point South",1407,1,14,17
"ER",1,1438,"Hunters Point South",1209,1,12,17
"ER",1,1439,"Hunters Point South",1309,1,13,17
"ER",1,1440,"Hunters Point South",1409,1,14,17
"ER",1,1441,"Hunters Point South",1211,1,12,17
"ER",1,1442,"Hunters Point South",1311,1,13,17
"ER",1,1443,"Hunters Point South",1411,1,14,17
"ER",1,1444,"Hunters Point South",1213,1,12,17
"ER",1,1445,"Hunters Point South",1106,1,11,17
"ER",1,1446,"Hunters Point South",1313,1,13,17
"ER",1,1447,"Hunters Point South",1413,1,14,17
"ER",1,1448,"Hunters Point South",1215,1,12,17
"ER",1,1449,"Hunters Point South",1108,1,11,17
"ER",1,1450,"Hunters Point South",1315,1,13,17
"ER",1,1451,"Hunters Point South",1415,1,14,17
"ER",1,1452,"Hunters Point South",1217,1,12,17
"ER",1,1453,"Hunters Point South",1317,1,13,17
